date,username,time,task,computer,stimfile
05/02/2023,gru,02-May-2023 21:07:30,dotAttWM.m,oban.stanford.edu,~/data/dotAttWM/s802/230502_stim13.mat
05/02/2023,gru,02-May-2023 21:13:06,dotAttWM.m,oban.stanford.edu,~/data/dotAttWM/s802/230502_stim14.mat
05/02/2023,gru,02-May-2023 21:18:08,dotAttWM.m,oban.stanford.edu,~/data/dotAttWM/s802/230502_stim15.mat
05/02/2023,gru,02-May-2023 21:23:11,dotAttWM.m,oban.stanford.edu,~/data/dotAttWM/s802/230502_stim16.mat
05/02/2023,gru,02-May-2023 21:28:12,dotAttWM.m,oban.stanford.edu,~/data/dotAttWM/s802/230502_stim17.mat
05/02/2023,gru,02-May-2023 21:33:17,dotAttWM.m,oban.stanford.edu,~/data/dotAttWM/s802/230502_stim18.mat
05/02/2023,gru,02-May-2023 21:38:21,dotAttWM.m,oban.stanford.edu,~/data/dotAttWM/s802/230502_stim19.mat
05/02/2023,gru,02-May-2023 21:43:27,dotAttWM.m,oban.stanford.edu,~/data/dotAttWM/s802/230502_stim20.mat
05/02/2023,gru,02-May-2023 21:49:31,dotAttWM.m,oban.stanford.edu,~/data/dotAttWM/s802/230502_stim21.mat
05/02/2023,gru,02-May-2023 21:54:25,dotAttWM.m,oban.stanford.edu,~/data/dotAttWM/s802/230502_stim22.mat
05/02/2023,gru,02-May-2023 21:58:53,dotAttWM.m,oban.stanford.edu,~/data/dotAttWM/s802/230502_stim23.mat
