date,username,time,task,computer,stimfile
12/10/2019,gru,10-Dec-2019 12:35:53,texOdd.m,dubonnet.stanford.edu,~/data/texOdd/s350/191210_stim01.mat
12/10/2019,gru,10-Dec-2019 12:39:58,texOdd.m,dubonnet.stanford.edu,~/data/texOdd/s350/191210_stim02.mat
12/10/2019,gru,10-Dec-2019 12:44:17,texOdd.m,dubonnet.stanford.edu,~/data/texOdd/s350/191210_stim03.mat
12/10/2019,gru,10-Dec-2019 12:48:28,texOdd.m,dubonnet.stanford.edu,~/data/texOdd/s350/191210_stim04.mat
12/10/2019,gru,10-Dec-2019 12:53:00,texOdd.m,dubonnet.stanford.edu,~/data/texOdd/s350/191210_stim05.mat
12/10/2019,gru,10-Dec-2019 12:57:10,texOdd.m,dubonnet.stanford.edu,~/data/texOdd/s350/191210_stim06.mat
12/10/2019,gru,10-Dec-2019 13:03:04,texOdd.m,dubonnet.stanford.edu,~/data/texOdd/s350/191210_stim07.mat
12/10/2019,gru,10-Dec-2019 13:07:08,texOdd.m,dubonnet.stanford.edu,~/data/texOdd/s350/191210_stim08.mat
