date,username,time,task,computer,stimfile
05/23/2019,gru,23-May-2019 10:47:11,texAttPool.m,dubonnet.stanford.edu,~/data/texAttPool/s081/190523_stim16.mat
05/23/2019,gru,23-May-2019 10:56:04,texAttPool.m,dubonnet.stanford.edu,~/data/texAttPool/s081/190523_stim17.mat
05/23/2019,gru,23-May-2019 11:04:50,texAttPool.m,dubonnet.stanford.edu,~/data/texAttPool/s081/190523_stim18.mat
05/23/2019,gru,23-May-2019 11:11:36,texAttPool.m,dubonnet.stanford.edu,~/data/texAttPool/s081/190523_stim19.mat
05/23/2019,gru,23-May-2019 11:19:03,texAttPool.m,dubonnet.stanford.edu,~/data/texAttPool/s081/190523_stim20.mat
05/23/2019,gru,23-May-2019 11:26:24,texAttPool.m,dubonnet.stanford.edu,~/data/texAttPool/s081/190523_stim21.mat
05/23/2019,gru,23-May-2019 11:32:35,texAttPool.m,dubonnet.stanford.edu,~/data/texAttPool/s081/190523_stim22.mat
