date,username,time,task,computer,stimfile
05/23/2019,gru,23-May-2019 11:49:43,texAttPool.m,dubonnet.stanford.edu,~/data/texAttPool/s082/190523_stim23.mat
05/23/2019,gru,23-May-2019 11:56:16,texAttPool.m,dubonnet.stanford.edu,~/data/texAttPool/s082/190523_stim24.mat
05/23/2019,gru,23-May-2019 12:03:44,texAttPool.m,dubonnet.stanford.edu,~/data/texAttPool/s082/190523_stim25.mat
05/23/2019,gru,23-May-2019 12:10:21,texAttPool.m,dubonnet.stanford.edu,~/data/texAttPool/s082/190523_stim26.mat
05/23/2019,gru,23-May-2019 12:17:11,texAttPool.m,dubonnet.stanford.edu,~/data/texAttPool/s082/190523_stim27.mat
05/23/2019,gru,23-May-2019 12:23:54,texAttPool.m,dubonnet.stanford.edu,~/data/texAttPool/s082/190523_stim28.mat
05/23/2019,gru,23-May-2019 12:30:44,texAttPool.m,dubonnet.stanford.edu,~/data/texAttPool/s082/190523_stim29.mat
05/23/2019,gru,23-May-2019 12:38:06,texAttPool.m,dubonnet.stanford.edu,~/data/texAttPool/s082/190523_stim30.mat
05/23/2019,gru,23-May-2019 12:44:45,texAttPool.m,dubonnet.stanford.edu,~/data/texAttPool/s082/190523_stim31.mat
05/23/2019,gru,23-May-2019 12:51:32,texAttPool.m,dubonnet.stanford.edu,~/data/texAttPool/s082/190523_stim32.mat
05/23/2019,gru,23-May-2019 12:58:41,texAttPool.m,dubonnet.stanford.edu,~/data/texAttPool/s082/190523_stim33.mat
05/23/2019,gru,23-May-2019 13:05:48,texAttPool.m,dubonnet.stanford.edu,~/data/texAttPool/s082/190523_stim34.mat
