date,username,time,task,computer,stimfile
04/18/2022,gru,18-Apr-2022 21:53:48,trackpos_motorcalib.m,dubonnet.stanford.edu,~/data/trackpos_motorcalib/s374/220418_stim10.mat
04/18/2022,gru,18-Apr-2022 22:03:26,trackpos_motorcalib.m,dubonnet.stanford.edu,~/data/trackpos_motorcalib/s374/220418_stim11.mat
04/18/2022,gru,18-Apr-2022 22:11:13,trackpos_motorcalib.m,dubonnet.stanford.edu,~/data/trackpos_motorcalib/s374/220418_stim12.mat
